,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.750 [0.717 - 0.786],0.681 [0.677 - 0.685],0.679 [0.623 - 0.738],0.681 [0.677 - 0.685],0.010 [0.009 - 0.012],0.360 [0.303 - 0.420],0.021 [0.017 - 0.024]
Demographic,0.573 [0.538 - 0.609],0.532 [0.527 - 0.536],0.532 [0.472 - 0.593],0.532 [0.527 - 0.536],0.006 [0.005 - 0.007],0.063 [0.002 - 0.125],0.011 [0.009 - 0.013]
Protein+Demographic,0.744 [0.711 - 0.780],0.671 [0.666 - 0.674],0.673 [0.611 - 0.732],0.671 [0.666 - 0.674],0.010 [0.008 - 0.012],0.343 [0.282 - 0.403],0.020 [0.017 - 0.023]
