,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.584 [0.533 - 0.630],0.572 [0.566 - 0.579],0.570 [0.486 - 0.654],0.572 [0.566 - 0.579],0.007 [0.006 - 0.009],0.143 [0.058 - 0.227],0.014 [0.011 - 0.017]
Demographic,0.702 [0.651 - 0.751],0.668 [0.662 - 0.674],0.669 [0.589 - 0.754],0.668 [0.662 - 0.674],0.011 [0.009 - 0.013],0.338 [0.256 - 0.423],0.021 [0.017 - 0.026]
Protein+Demographic,0.682 [0.630 - 0.729],0.623 [0.618 - 0.630],0.626 [0.544 - 0.711],0.623 [0.618 - 0.630],0.009 [0.007 - 0.011],0.249 [0.165 - 0.333],0.017 [0.013 - 0.021]
