,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.694 [0.680 - 0.708],0.634 [0.630 - 0.638],0.634 [0.610 - 0.658],0.634 [0.630 - 0.638],0.052 [0.049 - 0.056],0.268 [0.245 - 0.292],0.096 [0.091 - 0.102]
Demographic,0.607 [0.592 - 0.620],0.576 [0.571 - 0.579],0.576 [0.551 - 0.602],0.576 [0.571 - 0.580],0.041 [0.039 - 0.044],0.152 [0.126 - 0.179],0.077 [0.072 - 0.082]
Protein+Demographic,0.698 [0.685 - 0.713],0.642 [0.638 - 0.646],0.643 [0.620 - 0.666],0.642 [0.638 - 0.646],0.054 [0.051 - 0.057],0.285 [0.262 - 0.309],0.100 [0.094 - 0.106]
