,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.832 [0.790 - 0.867],0.765 [0.762 - 0.769],0.744 [0.671 - 0.807],0.765 [0.762 - 0.769],0.011 [0.009 - 0.012],0.509 [0.437 - 0.572],0.021 [0.017 - 0.025]
Demographic,0.554 [0.512 - 0.594],0.527 [0.522 - 0.531],0.526 [0.460 - 0.601],0.527 [0.522 - 0.531],0.004 [0.003 - 0.005],0.053 [-0.012 - 0.128],0.007 [0.006 - 0.009]
Protein+Demographic,0.836 [0.795 - 0.870],0.750 [0.746 - 0.754],0.749 [0.680 - 0.813],0.750 [0.746 - 0.754],0.010 [0.008 - 0.012],0.499 [0.429 - 0.563],0.020 [0.016 - 0.023]
