,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.566 [0.550 - 0.583],0.544 [0.539 - 0.548],0.544 [0.518 - 0.569],0.544 [0.539 - 0.548],0.031 [0.028 - 0.033],0.088 [0.062 - 0.114],0.058 [0.054 - 0.062]
Demographic,0.618 [0.604 - 0.633],0.589 [0.584 - 0.593],0.589 [0.564 - 0.617],0.589 [0.584 - 0.593],0.037 [0.034 - 0.039],0.178 [0.152 - 0.205],0.069 [0.064 - 0.074]
Protein+Demographic,0.617 [0.602 - 0.633],0.590 [0.585 - 0.594],0.590 [0.564 - 0.616],0.590 [0.585 - 0.594],0.037 [0.034 - 0.039],0.179 [0.153 - 0.207],0.069 [0.064 - 0.074]
