,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.512 [0.470 - 0.555],0.505 [0.501 - 0.509],0.510 [0.440 - 0.580],0.505 [0.501 - 0.509],0.004 [0.003 - 0.005],0.015 [-0.055 - 0.084],0.008 [0.007 - 0.010]
Demographic,0.503 [0.461 - 0.541],0.481 [0.477 - 0.486],0.486 [0.412 - 0.551],0.481 [0.477 - 0.486],0.004 [0.003 - 0.005],-0.033 [-0.107 - 0.031],0.007 [0.006 - 0.009]
Protein+Demographic,0.511 [0.472 - 0.551],0.508 [0.504 - 0.512],0.500 [0.434 - 0.566],0.508 [0.504 - 0.513],0.004 [0.003 - 0.005],0.007 [-0.058 - 0.074],0.008 [0.007 - 0.010]
