,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.471 [0.430 - 0.511],0.493 [0.486 - 0.500],0.492 [0.420 - 0.561],0.493 [0.486 - 0.500],0.009 [0.007 - 0.011],-0.014 [-0.088 - 0.055],0.017 [0.014 - 0.021]
Demographic,0.595 [0.556 - 0.634],0.587 [0.580 - 0.593],0.585 [0.520 - 0.659],0.587 [0.580 - 0.593],0.013 [0.010 - 0.015],0.172 [0.106 - 0.244],0.025 [0.020 - 0.030]
Protein+Demographic,0.553 [0.510 - 0.593],0.556 [0.549 - 0.563],0.555 [0.483 - 0.623],0.556 [0.549 - 0.563],0.011 [0.009 - 0.013],0.111 [0.038 - 0.179],0.022 [0.018 - 0.026]
