,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.805 [0.761 - 0.845],0.748 [0.744 - 0.751],0.752 [0.676 - 0.817],0.748 [0.744 - 0.751],0.008 [0.007 - 0.010],0.499 [0.426 - 0.565],0.017 [0.014 - 0.020]
Demographic,0.703 [0.662 - 0.744],0.649 [0.646 - 0.653],0.648 [0.567 - 0.723],0.650 [0.646 - 0.653],0.005 [0.004 - 0.006],0.298 [0.217 - 0.372],0.011 [0.008 - 0.013]
Protein+Demographic,0.799 [0.753 - 0.839],0.734 [0.731 - 0.738],0.735 [0.662 - 0.804],0.734 [0.731 - 0.738],0.008 [0.007 - 0.009],0.470 [0.395 - 0.539],0.016 [0.013 - 0.019]
