,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.516 [0.477 - 0.556],0.504 [0.500 - 0.509],0.502 [0.440 - 0.571],0.504 [0.500 - 0.509],0.004 [0.004 - 0.005],0.007 [-0.055 - 0.074],0.009 [0.007 - 0.010]
Demographic,0.487 [0.454 - 0.520],0.483 [0.479 - 0.488],0.483 [0.419 - 0.545],0.483 [0.479 - 0.487],0.004 [0.003 - 0.005],-0.034 [-0.099 - 0.029],0.008 [0.006 - 0.009]
Protein+Demographic,0.509 [0.475 - 0.546],0.504 [0.499 - 0.508],0.505 [0.438 - 0.569],0.503 [0.499 - 0.508],0.004 [0.004 - 0.005],0.009 [-0.058 - 0.074],0.009 [0.007 - 0.010]
