,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.888 [0.861 - 0.909],0.807 [0.804 - 0.811],0.805 [0.756 - 0.850],0.807 [0.804 - 0.811],0.021 [0.019 - 0.024],0.613 [0.563 - 0.659],0.041 [0.036 - 0.047]
Demographic,0.647 [0.618 - 0.675],0.600 [0.596 - 0.604],0.599 [0.544 - 0.655],0.600 [0.596 - 0.604],0.008 [0.007 - 0.009],0.199 [0.141 - 0.254],0.015 [0.013 - 0.018]
Protein+Demographic,0.890 [0.864 - 0.910],0.819 [0.816 - 0.823],0.816 [0.768 - 0.861],0.819 [0.816 - 0.823],0.023 [0.020 - 0.026],0.636 [0.588 - 0.680],0.045 [0.039 - 0.050]
