,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.612 [0.586 - 0.640],0.582 [0.577 - 0.586],0.580 [0.535 - 0.628],0.582 [0.577 - 0.586],0.012 [0.010 - 0.013],0.162 [0.118 - 0.209],0.023 [0.020 - 0.026]
Demographic,0.628 [0.601 - 0.655],0.602 [0.598 - 0.606],0.602 [0.560 - 0.650],0.602 [0.597 - 0.606],0.013 [0.011 - 0.014],0.204 [0.162 - 0.252],0.025 [0.022 - 0.028]
Protein+Demographic,0.629 [0.603 - 0.656],0.583 [0.579 - 0.588],0.583 [0.539 - 0.632],0.583 [0.579 - 0.588],0.012 [0.010 - 0.013],0.166 [0.123 - 0.214],0.023 [0.020 - 0.026]
