,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.800 [0.789 - 0.811],0.727 [0.722 - 0.731],0.726 [0.705 - 0.747],0.727 [0.722 - 0.731],0.111 [0.105 - 0.117],0.452 [0.431 - 0.474],0.193 [0.183 - 0.203]
Demographic,0.666 [0.652 - 0.680],0.619 [0.614 - 0.623],0.618 [0.595 - 0.642],0.619 [0.614 - 0.623],0.071 [0.067 - 0.075],0.237 [0.212 - 0.262],0.127 [0.120 - 0.134]
Protein+Demographic,0.801 [0.790 - 0.812],0.725 [0.721 - 0.730],0.725 [0.704 - 0.746],0.725 [0.721 - 0.730],0.110 [0.105 - 0.117],0.450 [0.428 - 0.472],0.192 [0.183 - 0.201]
