,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.519 [0.472 - 0.560],0.511 [0.506 - 0.515],0.506 [0.437 - 0.578],0.511 [0.506 - 0.515],0.004 [0.003 - 0.004],0.016 [-0.052 - 0.089],0.007 [0.006 - 0.009]
Demographic,0.649 [0.602 - 0.691],0.624 [0.621 - 0.629],0.623 [0.556 - 0.692],0.624 [0.621 - 0.629],0.006 [0.005 - 0.007],0.248 [0.179 - 0.316],0.012 [0.010 - 0.014]
Protein+Demographic,0.611 [0.570 - 0.656],0.606 [0.602 - 0.610],0.578 [0.512 - 0.649],0.606 [0.602 - 0.610],0.005 [0.004 - 0.006],0.185 [0.119 - 0.255],0.010 [0.008 - 0.012]
