,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.646 [0.613 - 0.676],0.617 [0.613 - 0.621],0.619 [0.562 - 0.670],0.617 [0.613 - 0.621],0.009 [0.008 - 0.010],0.235 [0.178 - 0.288],0.017 [0.015 - 0.020]
Demographic,0.720 [0.693 - 0.747],0.669 [0.665 - 0.673],0.671 [0.616 - 0.726],0.669 [0.665 - 0.673],0.011 [0.010 - 0.012],0.340 [0.285 - 0.394],0.021 [0.019 - 0.024]
Protein+Demographic,0.726 [0.698 - 0.751],0.669 [0.665 - 0.673],0.670 [0.616 - 0.723],0.669 [0.665 - 0.673],0.011 [0.010 - 0.013],0.339 [0.283 - 0.392],0.021 [0.019 - 0.025]
