,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.616 [0.554 - 0.672],0.594 [0.589 - 0.598],0.598 [0.500 - 0.693],0.594 [0.589 - 0.598],0.004 [0.003 - 0.005],0.192 [0.097 - 0.288],0.008 [0.006 - 0.009]
Demographic,0.769 [0.716 - 0.817],0.707 [0.703 - 0.712],0.706 [0.616 - 0.784],0.708 [0.703 - 0.712],0.006 [0.005 - 0.007],0.414 [0.325 - 0.492],0.012 [0.010 - 0.015]
Protein+Demographic,0.761 [0.710 - 0.808],0.689 [0.685 - 0.693],0.688 [0.603 - 0.769],0.689 [0.685 - 0.693],0.006 [0.004 - 0.007],0.377 [0.290 - 0.458],0.011 [0.009 - 0.014]
