,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.479 [0.433 - 0.528],0.473 [0.468 - 0.479],0.474 [0.394 - 0.559],0.473 [0.468 - 0.479],0.004 [0.003 - 0.006],-0.052 [-0.133 - 0.031],0.009 [0.007 - 0.011]
Demographic,0.527 [0.480 - 0.574],0.517 [0.512 - 0.523],0.517 [0.431 - 0.603],0.517 [0.512 - 0.523],0.005 [0.004 - 0.007],0.035 [-0.053 - 0.119],0.010 [0.008 - 0.013]
Protein+Demographic,0.488 [0.440 - 0.542],0.490 [0.484 - 0.496],0.487 [0.399 - 0.577],0.490 [0.484 - 0.496],0.005 [0.004 - 0.006],-0.022 [-0.113 - 0.065],0.009 [0.007 - 0.012]
