,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.583 [0.525 - 0.641],0.585 [0.581 - 0.590],0.585 [0.500 - 0.676],0.585 [0.581 - 0.590],0.003 [0.003 - 0.004],0.170 [0.084 - 0.261],0.007 [0.005 - 0.009]
Demographic,0.816 [0.775 - 0.857],0.751 [0.747 - 0.755],0.752 [0.674 - 0.827],0.751 [0.747 - 0.755],0.007 [0.006 - 0.009],0.503 [0.427 - 0.578],0.015 [0.012 - 0.018]
Protein+Demographic,0.798 [0.758 - 0.842],0.722 [0.718 - 0.726],0.718 [0.642 - 0.800],0.722 [0.718 - 0.726],0.006 [0.005 - 0.008],0.439 [0.364 - 0.523],0.012 [0.010 - 0.015]
