,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.626 [0.587 - 0.663],0.591 [0.588 - 0.596],0.588 [0.512 - 0.661],0.591 [0.588 - 0.596],0.005 [0.004 - 0.006],0.180 [0.102 - 0.252],0.010 [0.008 - 0.012]
Demographic,0.671 [0.630 - 0.713],0.646 [0.642 - 0.650],0.646 [0.578 - 0.717],0.646 [0.642 - 0.650],0.006 [0.005 - 0.007],0.293 [0.223 - 0.364],0.012 [0.010 - 0.015]
Protein+Demographic,0.676 [0.635 - 0.716],0.635 [0.631 - 0.639],0.634 [0.560 - 0.708],0.635 [0.631 - 0.639],0.006 [0.005 - 0.007],0.268 [0.192 - 0.344],0.012 [0.010 - 0.014]
