,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.512 [0.493 - 0.534],0.508 [0.504 - 0.512],0.508 [0.473 - 0.542],0.508 [0.503 - 0.512],0.015 [0.014 - 0.016],0.015 [-0.019 - 0.050],0.029 [0.026 - 0.032]
Demographic,0.525 [0.504 - 0.545],0.528 [0.524 - 0.532],0.528 [0.494 - 0.562],0.528 [0.524 - 0.532],0.016 [0.015 - 0.018],0.056 [0.022 - 0.091],0.032 [0.029 - 0.035]
Protein+Demographic,0.527 [0.508 - 0.548],0.516 [0.512 - 0.521],0.515 [0.481 - 0.550],0.516 [0.512 - 0.521],0.015 [0.014 - 0.017],0.032 [-0.004 - 0.067],0.030 [0.027 - 0.033]
