,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.978 [0.965 - 0.987],0.939 [0.937 - 0.941],0.940 [0.911 - 0.966],0.939 [0.936 - 0.941],0.082 [0.073 - 0.093],0.879 [0.850 - 0.905],0.152 [0.136 - 0.169]
Demographic,0.685 [0.650 - 0.716],0.640 [0.636 - 0.644],0.641 [0.585 - 0.695],0.640 [0.636 - 0.644],0.010 [0.009 - 0.012],0.280 [0.225 - 0.333],0.020 [0.017 - 0.023]
Protein+Demographic,0.978 [0.964 - 0.987],0.940 [0.938 - 0.943],0.940 [0.912 - 0.966],0.940 [0.938 - 0.943],0.085 [0.075 - 0.095],0.881 [0.852 - 0.907],0.155 [0.140 - 0.173]
