,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.924 [0.898 - 0.944],0.840 [0.837 - 0.843],0.842 [0.776 - 0.901],0.840 [0.837 - 0.843],0.014 [0.012 - 0.017],0.682 [0.617 - 0.741],0.028 [0.024 - 0.033]
Demographic,0.827 [0.800 - 0.852],0.746 [0.742 - 0.750],0.745 [0.669 - 0.815],0.746 [0.742 - 0.750],0.008 [0.007 - 0.010],0.490 [0.416 - 0.562],0.016 [0.013 - 0.019]
Protein+Demographic,0.938 [0.914 - 0.955],0.855 [0.852 - 0.858],0.856 [0.794 - 0.910],0.855 [0.852 - 0.858],0.016 [0.013 - 0.019],0.710 [0.647 - 0.766],0.032 [0.026 - 0.037]
