,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.814 [0.783 - 0.841],0.728 [0.723 - 0.734],0.728 [0.658 - 0.798],0.728 [0.723 - 0.734],0.015 [0.012 - 0.018],0.457 [0.387 - 0.527],0.029 [0.024 - 0.034]
Demographic,0.921 [0.898 - 0.936],0.858 [0.854 - 0.862],0.859 [0.800 - 0.911],0.858 [0.854 - 0.862],0.033 [0.027 - 0.038],0.717 [0.658 - 0.769],0.063 [0.053 - 0.074]
Protein+Demographic,0.922 [0.906 - 0.934],0.858 [0.855 - 0.863],0.858 [0.801 - 0.909],0.858 [0.855 - 0.863],0.033 [0.027 - 0.038],0.717 [0.660 - 0.767],0.063 [0.053 - 0.073]
