,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.777 [0.752 - 0.800],0.695 [0.690 - 0.699],0.696 [0.653 - 0.738],0.695 [0.690 - 0.699],0.020 [0.018 - 0.022],0.390 [0.347 - 0.433],0.039 [0.035 - 0.043]
Demographic,0.672 [0.648 - 0.696],0.625 [0.621 - 0.629],0.625 [0.581 - 0.674],0.625 [0.621 - 0.629],0.015 [0.013 - 0.016],0.250 [0.206 - 0.297],0.029 [0.026 - 0.032]
Protein+Demographic,0.789 [0.765 - 0.813],0.707 [0.702 - 0.710],0.704 [0.662 - 0.748],0.706 [0.702 - 0.710],0.021 [0.019 - 0.024],0.411 [0.369 - 0.455],0.041 [0.037 - 0.046]
