,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.763 [0.751 - 0.776],0.697 [0.693 - 0.701],0.697 [0.672 - 0.724],0.697 [0.692 - 0.701],0.062 [0.058 - 0.066],0.394 [0.368 - 0.421],0.114 [0.107 - 0.121]
Demographic,0.827 [0.817 - 0.837],0.760 [0.756 - 0.763],0.759 [0.736 - 0.783],0.760 [0.756 - 0.764],0.083 [0.078 - 0.088],0.519 [0.496 - 0.543],0.150 [0.141 - 0.159]
Protein+Demographic,0.825 [0.815 - 0.835],0.757 [0.753 - 0.761],0.757 [0.735 - 0.782],0.757 [0.753 - 0.761],0.082 [0.077 - 0.087],0.514 [0.492 - 0.540],0.148 [0.139 - 0.156]
