,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.594 [0.559 - 0.626],0.565 [0.560 - 0.570],0.567 [0.506 - 0.626],0.565 [0.560 - 0.570],0.008 [0.007 - 0.010],0.132 [0.071 - 0.192],0.016 [0.014 - 0.019]
Demographic,0.656 [0.626 - 0.686],0.606 [0.602 - 0.611],0.608 [0.546 - 0.667],0.606 [0.602 - 0.611],0.010 [0.008 - 0.012],0.214 [0.152 - 0.273],0.020 [0.017 - 0.023]
Protein+Demographic,0.652 [0.620 - 0.685],0.615 [0.611 - 0.620],0.614 [0.553 - 0.674],0.615 [0.611 - 0.620],0.010 [0.009 - 0.012],0.229 [0.169 - 0.289],0.020 [0.017 - 0.023]
