,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.475 [0.428 - 0.517],0.474 [0.467 - 0.481],0.471 [0.392 - 0.551],0.474 [0.467 - 0.481],0.006 [0.005 - 0.008],-0.055 [-0.136 - 0.025],0.012 [0.010 - 0.015]
Demographic,0.492 [0.446 - 0.541],0.513 [0.506 - 0.520],0.510 [0.429 - 0.593],0.513 [0.506 - 0.520],0.007 [0.006 - 0.009],0.024 [-0.059 - 0.106],0.014 [0.011 - 0.018]
Protein+Demographic,0.469 [0.423 - 0.514],0.456 [0.450 - 0.463],0.458 [0.379 - 0.537],0.456 [0.449 - 0.463],0.006 [0.005 - 0.007],-0.086 [-0.164 - -0.005],0.012 [0.009 - 0.014]
