,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.504 [0.456 - 0.555],0.482 [0.476 - 0.488],0.486 [0.400 - 0.568],0.482 [0.476 - 0.488],0.005 [0.004 - 0.006],-0.033 [-0.119 - 0.050],0.010 [0.008 - 0.013]
Demographic,0.486 [0.436 - 0.531],0.489 [0.483 - 0.496],0.490 [0.408 - 0.569],0.489 [0.483 - 0.495],0.005 [0.004 - 0.006],-0.021 [-0.103 - 0.060],0.010 [0.008 - 0.013]
Protein+Demographic,0.521 [0.476 - 0.568],0.516 [0.511 - 0.522],0.516 [0.438 - 0.596],0.516 [0.510 - 0.522],0.006 [0.005 - 0.007],0.033 [-0.047 - 0.114],0.012 [0.009 - 0.014]
