,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.519 [0.467 - 0.573],0.537 [0.532 - 0.542],0.536 [0.456 - 0.622],0.537 [0.532 - 0.542],0.003 [0.003 - 0.004],0.073 [-0.006 - 0.160],0.007 [0.005 - 0.008]
Demographic,0.580 [0.529 - 0.636],0.559 [0.554 - 0.563],0.561 [0.477 - 0.652],0.559 [0.554 - 0.563],0.004 [0.003 - 0.005],0.120 [0.037 - 0.212],0.007 [0.006 - 0.009]
Protein+Demographic,0.533 [0.479 - 0.589],0.536 [0.531 - 0.540],0.537 [0.454 - 0.628],0.536 [0.531 - 0.540],0.003 [0.003 - 0.004],0.072 [-0.012 - 0.164],0.007 [0.005 - 0.008]
