,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.685 [0.663 - 0.706],0.636 [0.631 - 0.640],0.635 [0.598 - 0.672],0.636 [0.631 - 0.641],0.027 [0.024 - 0.030],0.271 [0.233 - 0.308],0.052 [0.047 - 0.057]
Demographic,0.639 [0.617 - 0.661],0.592 [0.587 - 0.597],0.593 [0.551 - 0.632],0.592 [0.587 - 0.597],0.023 [0.020 - 0.025],0.184 [0.143 - 0.225],0.044 [0.039 - 0.048]
Protein+Demographic,0.694 [0.673 - 0.717],0.644 [0.640 - 0.649],0.644 [0.607 - 0.682],0.644 [0.640 - 0.649],0.028 [0.025 - 0.031],0.289 [0.251 - 0.325],0.054 [0.049 - 0.059]
