,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.697 [0.690 - 0.702],0.635 [0.630 - 0.639],0.634 [0.624 - 0.644],0.635 [0.629 - 0.640],0.315 [0.308 - 0.322],0.269 [0.257 - 0.280],0.421 [0.414 - 0.428]
Demographic,0.663 [0.657 - 0.668],0.614 [0.609 - 0.619],0.614 [0.603 - 0.624],0.614 [0.609 - 0.620],0.297 [0.290 - 0.303],0.228 [0.217 - 0.239],0.400 [0.392 - 0.407]
Protein+Demographic,0.701 [0.695 - 0.707],0.638 [0.633 - 0.642],0.638 [0.627 - 0.647],0.638 [0.632 - 0.643],0.318 [0.311 - 0.325],0.275 [0.264 - 0.286],0.425 [0.417 - 0.432]
