,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.530 [0.502 - 0.559],0.522 [0.518 - 0.526],0.524 [0.473 - 0.570],0.522 [0.518 - 0.526],0.008 [0.007 - 0.010],0.046 [-0.007 - 0.092],0.017 [0.015 - 0.019]
Demographic,0.576 [0.549 - 0.603],0.560 [0.556 - 0.564],0.558 [0.509 - 0.610],0.560 [0.556 - 0.564],0.010 [0.009 - 0.011],0.118 [0.068 - 0.168],0.019 [0.017 - 0.022]
Protein+Demographic,0.570 [0.542 - 0.595],0.555 [0.551 - 0.559],0.555 [0.505 - 0.602],0.555 [0.551 - 0.559],0.010 [0.008 - 0.011],0.110 [0.058 - 0.158],0.019 [0.017 - 0.021]
