,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.543 [0.495 - 0.591],0.529 [0.524 - 0.533],0.523 [0.430 - 0.615],0.529 [0.524 - 0.533],0.002 [0.002 - 0.003],0.052 [-0.042 - 0.143],0.005 [0.004 - 0.006]
Demographic,0.643 [0.598 - 0.689],0.610 [0.606 - 0.614],0.612 [0.529 - 0.698],0.610 [0.606 - 0.614],0.004 [0.003 - 0.004],0.221 [0.140 - 0.308],0.007 [0.005 - 0.009]
Protein+Demographic,0.586 [0.543 - 0.632],0.566 [0.562 - 0.570],0.564 [0.474 - 0.654],0.566 [0.562 - 0.570],0.003 [0.002 - 0.004],0.130 [0.042 - 0.219],0.006 [0.004 - 0.007]
