,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.547 [0.493 - 0.599],0.523 [0.519 - 0.527],0.523 [0.431 - 0.622],0.523 [0.519 - 0.528],0.002 [0.002 - 0.003],0.046 [-0.047 - 0.144],0.005 [0.004 - 0.006]
Demographic,0.630 [0.578 - 0.676],0.599 [0.594 - 0.603],0.603 [0.510 - 0.685],0.599 [0.594 - 0.602],0.003 [0.002 - 0.004],0.202 [0.109 - 0.284],0.006 [0.005 - 0.008]
Protein+Demographic,0.592 [0.546 - 0.637],0.559 [0.554 - 0.563],0.561 [0.467 - 0.657],0.559 [0.554 - 0.563],0.003 [0.002 - 0.003],0.119 [0.025 - 0.216],0.005 [0.004 - 0.007]
