,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.511 [0.493 - 0.529],0.511 [0.505 - 0.517],0.512 [0.481 - 0.543],0.511 [0.504 - 0.517],0.046 [0.042 - 0.050],0.023 [-0.008 - 0.056],0.085 [0.078 - 0.092]
Demographic,0.569 [0.552 - 0.587],0.547 [0.541 - 0.553],0.547 [0.516 - 0.578],0.547 [0.541 - 0.554],0.053 [0.049 - 0.058],0.094 [0.061 - 0.126],0.097 [0.090 - 0.105]
Protein+Demographic,0.560 [0.543 - 0.578],0.539 [0.533 - 0.545],0.539 [0.508 - 0.568],0.539 [0.533 - 0.546],0.051 [0.047 - 0.056],0.077 [0.046 - 0.109],0.094 [0.086 - 0.101]
