,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.499 [0.472 - 0.526],0.505 [0.499 - 0.512],0.506 [0.463 - 0.552],0.505 [0.499 - 0.512],0.021 [0.019 - 0.024],0.012 [-0.032 - 0.057],0.041 [0.036 - 0.046]
Demographic,0.574 [0.546 - 0.599],0.544 [0.538 - 0.551],0.544 [0.499 - 0.588],0.544 [0.538 - 0.551],0.025 [0.022 - 0.028],0.088 [0.042 - 0.133],0.047 [0.042 - 0.053]
Protein+Demographic,0.550 [0.521 - 0.577],0.533 [0.526 - 0.539],0.534 [0.485 - 0.579],0.533 [0.526 - 0.539],0.024 [0.021 - 0.027],0.066 [0.017 - 0.110],0.045 [0.040 - 0.051]
