,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.757 [0.717 - 0.794],0.698 [0.694 - 0.702],0.694 [0.639 - 0.755],0.698 [0.694 - 0.702],0.010 [0.009 - 0.012],0.393 [0.336 - 0.453],0.020 [0.017 - 0.023]
Demographic,0.666 [0.630 - 0.704],0.624 [0.620 - 0.628],0.626 [0.560 - 0.691],0.624 [0.619 - 0.628],0.007 [0.006 - 0.009],0.250 [0.183 - 0.314],0.015 [0.012 - 0.017]
Protein+Demographic,0.757 [0.719 - 0.796],0.700 [0.696 - 0.704],0.694 [0.637 - 0.752],0.700 [0.696 - 0.704],0.010 [0.009 - 0.012],0.394 [0.336 - 0.453],0.020 [0.017 - 0.023]
