,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.796 [0.776 - 0.815],0.718 [0.714 - 0.722],0.718 [0.681 - 0.756],0.718 [0.713 - 0.723],0.035 [0.032 - 0.038],0.436 [0.398 - 0.472],0.067 [0.060 - 0.073]
Demographic,0.698 [0.677 - 0.718],0.633 [0.629 - 0.638],0.634 [0.597 - 0.671],0.633 [0.629 - 0.638],0.024 [0.022 - 0.026],0.267 [0.230 - 0.305],0.046 [0.042 - 0.050]
Protein+Demographic,0.797 [0.778 - 0.816],0.716 [0.712 - 0.721],0.717 [0.678 - 0.754],0.716 [0.712 - 0.721],0.035 [0.031 - 0.038],0.433 [0.393 - 0.469],0.066 [0.060 - 0.072]
