,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.525 [0.507 - 0.542],0.510 [0.504 - 0.515],0.510 [0.479 - 0.540],0.510 [0.504 - 0.515],0.038 [0.035 - 0.041],0.020 [-0.013 - 0.050],0.071 [0.065 - 0.076]
Demographic,0.608 [0.589 - 0.626],0.581 [0.575 - 0.587],0.581 [0.550 - 0.613],0.581 [0.575 - 0.588],0.050 [0.046 - 0.054],0.163 [0.130 - 0.196],0.093 [0.085 - 0.100]
Protein+Demographic,0.618 [0.600 - 0.634],0.583 [0.577 - 0.589],0.584 [0.553 - 0.615],0.583 [0.577 - 0.589],0.051 [0.047 - 0.054],0.167 [0.134 - 0.198],0.093 [0.086 - 0.100]
