,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.770 [0.759 - 0.782],0.700 [0.696 - 0.704],0.699 [0.677 - 0.721],0.700 [0.696 - 0.704],0.078 [0.074 - 0.082],0.400 [0.376 - 0.421],0.140 [0.133 - 0.147]
Demographic,0.626 [0.613 - 0.639],0.586 [0.582 - 0.590],0.586 [0.564 - 0.608],0.586 [0.582 - 0.591],0.049 [0.046 - 0.052],0.172 [0.150 - 0.194],0.090 [0.085 - 0.095]
Protein+Demographic,0.771 [0.759 - 0.783],0.699 [0.695 - 0.703],0.700 [0.679 - 0.722],0.699 [0.695 - 0.703],0.078 [0.074 - 0.082],0.399 [0.378 - 0.421],0.140 [0.133 - 0.147]
