,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.860 [0.841 - 0.879],0.785 [0.781 - 0.789],0.782 [0.743 - 0.822],0.785 [0.781 - 0.789],0.036 [0.032 - 0.040],0.567 [0.527 - 0.606],0.069 [0.062 - 0.075]
Demographic,0.739 [0.715 - 0.761],0.675 [0.671 - 0.679],0.674 [0.631 - 0.718],0.675 [0.671 - 0.679],0.021 [0.018 - 0.023],0.349 [0.304 - 0.393],0.040 [0.036 - 0.044]
Protein+Demographic,0.862 [0.843 - 0.880],0.783 [0.780 - 0.787],0.783 [0.746 - 0.823],0.783 [0.780 - 0.787],0.036 [0.032 - 0.039],0.567 [0.529 - 0.606],0.068 [0.062 - 0.075]
