Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,A1BG,Alpha-1B-glycoprotein,14796,449,2.36 [1.33-4.17],0.0031963591536272
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ACP1,Low molecular weight phosphotyrosine protein phosphatase,14334,434,0.64 [0.51-0.81],0.0001347827126003
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ACSL1,Long-chain-fatty-acid--CoA ligase 1,14269,433,1.31 [1.04-1.64],0.0202667596006963
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ACTA2,"Actin, aortic smooth muscle",16728,529,1.40 [1.20-1.63],1.3886897292163098e-05
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ACVRL1,Serine/threonine-protein kinase receptor R3,16829,527,1.71 [1.29-2.26],0.0001729196258827
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADA2,Adenosine deaminase 2,16960,541,1.39 [1.18-1.65],0.0001203024919533
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,14334,434,1.88 [1.49-2.37],9.9058839429604e-08
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,17219,545,1.26 [1.01-1.58],0.0449835501638557
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,17157,534,1.50 [1.16-1.93],0.0017361479617178
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,14737,444,1.56 [1.17-2.08],0.0027187189094384
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,17243,545,0.66 [0.48-0.90],0.0091579329081638
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,16928,537,1.29 [1.06-1.55],0.0092035166281557
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,16728,529,1.26 [1.01-1.56],0.0362659469243006
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,17063,539,0.69 [0.59-0.83],3.308920605383226e-05
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAMTSL2,ADAMTS-like protein 2,14781,449,1.43 [1.12-1.83],0.0042679243933282
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADAMTSL5,ADAMTS-like protein 5,14779,445,0.77 [0.61-0.97],0.0241129519923144
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,16619,518,0.73 [0.54-0.99],0.0396352266303172
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADGRD1,Adhesion G-protein coupled receptor D1,14456,448,1.25 [1.00-1.57],0.0479700375501124
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADGRE1,Adhesion G protein-coupled receptor E1,14737,444,1.19 [1.01-1.41],0.037757297813457
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ADM,Pro-adrenomedullin,17166,543,2.14 [1.59-2.89],6.11495525495993e-07
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AGR2,Anterior gradient protein 2 homolog,16553,512,1.21 [1.12-1.32],3.689659759603203e-06
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AGR3,Anterior gradient protein 3,16594,517,1.19 [1.05-1.36],0.0076933149985908
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AGRN,Agrin,17072,546,1.37 [1.11-1.68],0.0027136110155162
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AHNAK2,Protein AHNAK2,14361,440,1.47 [1.12-1.91],0.004874811373773
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AHSP,Alpha-hemoglobin-stabilizing protein,16991,536,0.89 [0.81-0.98],0.0187463036296017
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ALPP,"Alkaline phosphatase, placental type",16928,537,1.07 [1.00-1.15],0.0481776969085033
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AMBP,Protein AMBP,17141,543,2.56 [1.77-3.72],6.706442847516273e-07
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AMOT,Angiomotin,14456,448,1.30 [1.02-1.65],0.0315425896726661
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ANG,Angiogenin,17011,545,1.55 [1.24-1.93],0.000115961110106
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ANGPT2,Angiopoietin-2,17166,543,1.45 [1.20-1.75],0.0001454897673933
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ANGPTL1,Angiopoietin-related protein 1,16765,531,1.54 [1.18-2.03],0.0018174987304662
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ANGPTL4,Angiopoietin-related protein 4,17050,544,1.46 [1.23-1.74],1.772745558730791e-05
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ANGPTL7,Angiopoietin-related protein 7,17166,543,1.37 [1.11-1.69],0.003247564365618
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ANXA10,Annexin A10,16664,517,1.26 [1.16-1.38],1.3892352025238928e-07
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,APOD,Apolipoprotein D,14190,435,0.67 [0.50-0.88],0.0039701231672003
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,APOH,Beta-2-glycoprotein 1,17025,537,1.40 [1.14-1.72],0.0011721416413785
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,APOL1,Apolipoprotein L1,14794,450,1.22 [1.04-1.43],0.0154281957280813
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AREG,Amphiregulin,16928,537,1.47 [1.24-1.76],1.489974175516097e-05
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ARHGAP1,Rho GTPase-activating protein 1,16619,518,0.83 [0.69-0.99],0.0365309279234294
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ARHGAP25,Rho GTPase-activating protein 25,16619,518,0.86 [0.74-0.99],0.0306704863079627
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ASGR1,Asialoglycoprotein receptor 1,16861,528,2.15 [1.69-2.73],3.074424108813349e-10
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ASGR2,Asialoglycoprotein receptor 2,14794,450,2.08 [1.50-2.88],1.1665285788503085e-05
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ATRAID,All-trans retinoic acid-induced differentiation factor,14737,444,1.52 [1.21-1.92],0.0003595616435364
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AXL,Tyrosine-protein kinase receptor UFO,17116,546,1.37 [1.04-1.82],0.0264233274331569
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,B2M,Beta-2-microglobulin,14796,449,1.40 [1.14-1.73],0.0014711313376972
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,B4GALT1,"Beta-1,4-galactosyltransferase 1",17072,546,2.20 [1.69-2.87],4.956137820698969e-09
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,BAG3,BAG family molecular chaperone regulator 3,16829,527,1.40 [1.14-1.71],0.0012585197341378
