Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
KIF20B,Kinesin-like protein KIF20B,Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,18858,53,1.44 [1.14-1.81],0.0024136266922649
KIF20B,Kinesin-like protein KIF20B,Chapter X Diseases of the respiratory system,"Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified",18939,339,1.17 [1.04-1.32],0.0093242911957195
KIF20B,Kinesin-like protein KIF20B,Chapter X Diseases of the respiratory system,Other diseases of pleura,19665,1821,1.08 [1.02-1.14],0.0071168420389083
KIF20B,Kinesin-like protein KIF20B,Chapter XI Diseases of the digestive system,Chronic pancreatitis,18659,46,0.51 [0.33-0.80],0.0034669701072793
KIF20B,Kinesin-like protein KIF20B,Chapter XI Diseases of the digestive system,Diseases of liver,19790,722,1.15 [1.06-1.25],0.001414936957287
KIF20B,Kinesin-like protein KIF20B,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,19204,136,1.29 [1.08-1.54],0.0042057610839328
KIF20B,Kinesin-like protein KIF20B,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",19139,71,1.46 [1.20-1.77],0.0001465303218267
KIF20B,Kinesin-like protein KIF20B,Chapter XII Diseases of the skin and subcutaneous tissue,Arthropathic psoriasis,19646,60,0.60 [0.40-0.88],0.0098067123439908
KIF20B,Kinesin-like protein KIF20B,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other dorsopathies, not elsewhere classified",18645,1240,1.11 [1.04-1.19],0.0021477348454056
KIF20B,Kinesin-like protein KIF20B,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,17792,387,1.24 [1.11-1.38],0.0001123869647629
