Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
CLTA,Clathrin light chain A,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),22461,3400,1.09 [1.03-1.17],0.0066731414444775
CLTA,Clathrin light chain A,Chapter II Neoplasms,Lung cancer and mesothelioma,15512,337,1.28 [1.06-1.55],0.0098962712026701
CLTA,Clathrin light chain A,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23066,1074,1.22 [1.09-1.36],0.00041414590831
CLTA,Clathrin light chain A,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,23142,303,0.72 [0.57-0.92],0.0081570403202538
CLTA,Clathrin light chain A,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",23083,244,0.66 [0.50-0.87],0.002782691816142
CLTA,Clathrin light chain A,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,17089,273,1.38 [1.13-1.70],0.0020566789070174
CLTA,Clathrin light chain A,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,20591,3775,1.09 [1.03-1.16],0.0045387405575387
CLTA,Clathrin light chain A,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,23123,731,1.24 [1.09-1.42],0.00114360102445
CLTA,Clathrin light chain A,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,21879,5063,1.09 [1.04-1.15],0.0010152134055697
CLTA,Clathrin light chain A,Chapter IX Diseases of the circulatory system,Hypertension,20785,6622,1.07 [1.02-1.12],0.0033321359388996
CLTA,Clathrin light chain A,Chapter IX Diseases of the circulatory system,"Hypertension, essential",20809,6646,1.07 [1.02-1.12],0.004569887918765
CLTA,Clathrin light chain A,Chapter IX Diseases of the circulatory system,Hypotension,23154,1191,1.23 [1.11-1.36],0.0001052933667302
CLTA,Clathrin light chain A,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,22096,273,0.66 [0.51-0.86],0.0016511157751945
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,22462,2490,1.11 [1.03-1.19],0.0064788804736682
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,21323,5150,1.08 [1.02-1.13],0.0064926090699611
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Emphysema,20311,339,1.33 [1.10-1.59],0.0026852655421273
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Influenza and pneumonia,23059,2098,1.13 [1.04-1.22],0.003005619490434
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,23028,980,1.18 [1.05-1.32],0.006443030232886
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Other diseases of pleura,23016,2145,1.18 [1.09-1.27],5.106156002862217e-05
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,23200,431,1.27 [1.08-1.51],0.00500280657521
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,23174,1358,1.15 [1.04-1.27],0.0066256396295568
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Pleural effusion,21978,1107,1.17 [1.05-1.31],0.0048161067340252
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Pleural plaque,21130,259,1.36 [1.11-1.68],0.0037556221014524
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",22798,1837,1.14 [1.05-1.25],0.0022474348851416
CLTA,Clathrin light chain A,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,23010,962,1.17 [1.04-1.32],0.0078741168714201
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,21259,4685,1.09 [1.03-1.15],0.0019964847911657
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,19866,3292,1.09 [1.03-1.17],0.0066873558076555
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,19827,6135,1.07 [1.02-1.13],0.0043477553140671
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,18000,1426,1.17 [1.06-1.29],0.0015818697805062
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,17533,959,1.21 [1.08-1.36],0.0010170421789118
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",23160,946,1.21 [1.08-1.36],0.0015486028844348
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",23215,284,1.37 [1.12-1.67],0.0023700688088901
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,23224,278,1.35 [1.10-1.66],0.0042046522392192
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,18806,2232,1.16 [1.07-1.25],0.000228752025527
CLTA,Clathrin light chain A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,16866,292,1.38 [1.13-1.67],0.0014838537000777
CLTA,Clathrin light chain A,Chapter XIV Diseases of the genitourinary system,Acute renal failure,22315,1831,1.12 [1.03-1.23],0.0091312566709449
CLTA,Clathrin light chain A,Chapter XIV Diseases of the genitourinary system,Other disorders of prostate,19014,227,0.69 [0.52-0.91],0.0095006716423379
