Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
TPD52L2,Tumor protein D54,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Folate deficiency anaemia,19066,51,1.50 [1.15-1.97],0.0028548739886881
TPD52L2,Tumor protein D54,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,19961,258,0.73 [0.66-0.81],7.867892172866893e-09
TPD52L2,Tumor protein D54,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",19912,209,0.69 [0.61-0.77],3.0072958107675966e-10
TPD52L2,Tumor protein D54,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,17819,3220,1.07 [1.04-1.11],1.89189625936506e-05
TPD52L2,Tumor protein D54,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypo-osmolality and hyponatraemia,15089,490,1.13 [1.05-1.23],0.0025637081030757
TPD52L2,Tumor protein D54,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,18932,4333,1.05 [1.02-1.08],0.0008595746231074
TPD52L2,Tumor protein D54,Chapter X Diseases of the respiratory system,"Bronchitis, not specified as acute or chronic",17247,36,1.52 [1.11-2.08],0.009412353038801
TPD52L2,Tumor protein D54,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,18335,3996,1.04 [1.01-1.07],0.0034961300314968
TPD52L2,Tumor protein D54,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,15148,809,1.10 [1.03-1.18],0.002651369275993
TPD52L2,Tumor protein D54,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",19979,797,1.10 [1.03-1.17],0.0050582714253538
TPD52L2,Tumor protein D54,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,16239,1900,1.06 [1.02-1.11],0.0034886621523037
