Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter I Certain infectious and parasitic diseases,Candidiasis,19800,296,1.47 [1.21-1.79],8.786492321326526e-05
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,17153,196,1.50 [1.19-1.88],0.000572007144805
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter I Certain infectious and parasitic diseases,Mycoses,19870,366,1.41 [1.18-1.69],0.0001634624787011
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",19876,79,1.66 [1.19-2.32],0.002951346466711
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter II Neoplasms,"Haemangioma, any site",19876,76,1.69 [1.20-2.36],0.0024568798665088
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter IX Diseases of the circulatory system,Sequelae of cerebrovascular disease,18717,184,1.49 [1.17-1.90],0.0011474196730346
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter XI Diseases of the digestive system,Alcoholic liver disease,19160,92,1.59 [1.15-2.19],0.0049849292869643
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,15668,654,1.25 [1.08-1.44],0.0029568023468254
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter XII Diseases of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,18643,2598,1.14 [1.05-1.23],0.0014933751869427
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other bursopathies,17184,64,1.67 [1.13-2.46],0.0093205274952022
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,17246,126,1.55 [1.17-2.05],0.0023317831557995
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,19000,1880,1.13 [1.03-1.24],0.0072037960825662
ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],17151,31,2.22 [1.45-3.40],0.0002667695059413
