Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ENOPH1,Enolase-phosphatase E1,Chapter I Certain infectious and parasitic diseases,Viral hepatitis,20473,59,1.47 [1.14-1.89],0.0033004440855639
ENOPH1,Enolase-phosphatase E1,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,18763,164,0.66 [0.51-0.86],0.0022415643202789
ENOPH1,Enolase-phosphatase E1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with neurological complications,2161,104,0.61 [0.45-0.83],0.0014887283050792
ENOPH1,Enolase-phosphatase E1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,2576,109,0.64 [0.46-0.89],0.0079045851909581
ENOPH1,Enolase-phosphatase E1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other and unspecified visual disturbances,20064,102,1.40 [1.14-1.72],0.0013824618468196
ENOPH1,Enolase-phosphatase E1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other specified and unspecified  disorders of eyelid,19829,128,0.65 [0.47-0.89],0.0069173356753759
ENOPH1,Enolase-phosphatase E1,Chapter X Diseases of the respiratory system,"Chronic rhinitis, nasopharyngitis and pharyngitis",19225,68,1.39 [1.09-1.77],0.0081862949747862
ENOPH1,Enolase-phosphatase E1,Chapter XI Diseases of the digestive system,Coeliac disease,19085,75,1.51 [1.24-1.83],3.617939216205743e-05
ENOPH1,Enolase-phosphatase E1,Chapter XI Diseases of the digestive system,Intestinal malabsorption,19097,87,1.44 [1.18-1.76],0.0003062930866523
ENOPH1,Enolase-phosphatase E1,Chapter XI Diseases of the digestive system,Ventral hernia,15939,221,1.26 [1.07-1.49],0.0069939404220758
ENOPH1,Enolase-phosphatase E1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Neuralgia and neuritis, unspecified",17655,42,1.49 [1.16-1.91],0.0015377694130064
ENOPH1,Enolase-phosphatase E1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other bursopathies,17681,68,0.57 [0.41-0.80],0.0009078995663832
ENOPH1,Enolase-phosphatase E1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],17647,34,0.55 [0.36-0.85],0.0071707047414114
