Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
KIF22,Kinesin-like protein KIF22,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",15485,61,1.48 [1.18-1.85],0.000635981046963
KIF22,Kinesin-like protein KIF22,Chapter II Neoplasms,Lymphoid leukaemia,15480,56,1.40 [1.12-1.77],0.003790570890499
KIF22,Kinesin-like protein KIF22,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,19728,253,0.83 [0.75-0.91],9.440132652951054e-05
KIF22,Kinesin-like protein KIF22,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",19682,207,0.80 [0.72-0.89],2.856041918690239e-05
KIF22,Kinesin-like protein KIF22,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,19234,1836,1.11 [1.07-1.16],1.2219726351809169e-08
KIF22,Kinesin-like protein KIF22,Chapter IX Diseases of the circulatory system,Hypertension,17803,5646,1.03 [1.01-1.05],0.0038892308751847
KIF22,Kinesin-like protein KIF22,Chapter IX Diseases of the circulatory system,"Hypertension, essential",17809,5652,1.03 [1.01-1.05],0.0047555056299236
KIF22,Kinesin-like protein KIF22,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,19093,456,1.13 [1.05-1.22],0.0015549678774369
KIF22,Kinesin-like protein KIF22,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual field defects,19410,56,1.43 [1.14-1.80],0.0021202451247746
KIF22,Kinesin-like protein KIF22,Chapter X Diseases of the respiratory system,"Bacterial pneumonia, not elsewhere classified",18008,72,1.33 [1.09-1.62],0.0052591443417566
KIF22,Kinesin-like protein KIF22,Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified local infections of skin and subcutaneous tissue,18786,162,1.19 [1.04-1.35],0.0086945921463136
KIF22,Kinesin-like protein KIF22,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rotator cuff syndrome,17291,241,1.15 [1.03-1.28],0.0098234230938774
