Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
STEAP4,Metalloreductase STEAP4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,19717,873,0.87 [0.78-0.96],0.0076337160210078
STEAP4,Metalloreductase STEAP4,Chapter IX Diseases of the circulatory system,Angina pectoris,17500,1232,0.87 [0.80-0.95],0.0021535789727159
STEAP4,Metalloreductase STEAP4,Chapter V Mental and behavioural disorders,Any mental disorder,19320,2988,0.93 [0.88-0.98],0.0045901732594661
STEAP4,Metalloreductase STEAP4,Chapter VI Diseases of the nervous system,Falls/tendency to fall,19442,1764,0.87 [0.81-0.94],0.0002767390197166
STEAP4,Metalloreductase STEAP4,Chapter VI Diseases of the nervous system,Vascular dementia (undefined),19492,116,0.63 [0.45-0.90],0.0098837165037336
STEAP4,Metalloreductase STEAP4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Corneal degeneration,19717,101,1.35 [1.11-1.63],0.0020393743582435
STEAP4,Metalloreductase STEAP4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of cornea,19772,156,1.26 [1.06-1.49],0.0074102855798533
STEAP4,Metalloreductase STEAP4,Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,19750,50,0.46 [0.25-0.83],0.0093671954723331
STEAP4,Metalloreductase STEAP4,Chapter XI Diseases of the digestive system,Embedded and impacted teeth,19846,33,1.50 [1.18-1.92],0.0011867882799197
STEAP4,Metalloreductase STEAP4,Chapter XI Diseases of the digestive system,Functional dyspepsia,15363,349,0.73 [0.61-0.88],0.0009565254359505
STEAP4,Metalloreductase STEAP4,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",19139,71,1.35 [1.08-1.69],0.0073694020777763
STEAP4,Metalloreductase STEAP4,Chapter XI Diseases of the digestive system,Impacted teeth,19849,32,1.52 [1.18-1.94],0.00096127689607
STEAP4,Metalloreductase STEAP4,Chapter XI Diseases of the digestive system,Palatinal maxillary canine,19837,38,1.47 [1.16-1.87],0.0016161312010817
