Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ESR1,Estrogen receptor,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,19272,2829,0.90 [0.84-0.97],0.0037343507582383
ESR1,Estrogen receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,19805,589,1.21 [1.08-1.36],0.0011514866624231
ESR1,Estrogen receptor,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",15103,606,0.79 [0.67-0.94],0.0066005083085206
ESR1,Estrogen receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,18805,4308,0.93 [0.88-0.98],0.0071713116400751
ESR1,Estrogen receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,19818,1471,0.86 [0.78-0.95],0.0043489061097097
ESR1,Estrogen receptor,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",19816,1468,0.86 [0.78-0.95],0.0042546002191839
ESR1,Estrogen receptor,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,11699,1888,0.87 [0.80-0.95],0.0027442783384109
ESR1,Estrogen receptor,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,16900,6528,0.94 [0.90-0.98],0.0054548203635164
ESR1,Estrogen receptor,Chapter IX Diseases of the circulatory system,Hypertension,17891,5668,0.93 [0.89-0.98],0.0032731192340434
ESR1,Estrogen receptor,Chapter IX Diseases of the circulatory system,"Hypertension, essential",17896,5673,0.93 [0.89-0.98],0.003069866587984
ESR1,Estrogen receptor,Chapter VI Diseases of the nervous system,Circumscribed brain atrophy,19549,55,1.50 [1.11-2.01],0.0077095652358209
ESR1,Estrogen receptor,Chapter XI Diseases of the digestive system,Chronic pancreatitis,18711,47,1.61 [1.20-2.16],0.0015846693905319
ESR1,Estrogen receptor,Chapter XI Diseases of the digestive system,Coeliac disease,18579,77,1.64 [1.32-2.02],4.698842666648793e-06
ESR1,Estrogen receptor,Chapter XI Diseases of the digestive system,Intestinal malabsorption,18592,90,1.59 [1.30-1.95],6.774853674994208e-06
ESR1,Estrogen receptor,Chapter XI Diseases of the digestive system,Oesophageal obstruction,15223,178,1.30 [1.08-1.58],0.0066359740034682
