Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
BOLA2_BOLA2B,BolA-like protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,19579,61,2.14 [1.35-3.40],0.0012118367801853
BOLA2_BOLA2B,BolA-like protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",19811,207,0.69 [0.54-0.89],0.0041728434746504
BOLA2_BOLA2B,BolA-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases","Disorder of thyroid, unspecified",19294,35,0.36 [0.20-0.65],0.0007611273454751
BOLA2_BOLA2B,BolA-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,17604,78,0.49 [0.33-0.74],0.0006832813660648
BOLA2_BOLA2B,BolA-like protein 2,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,11692,1897,0.87 [0.80-0.95],0.0016575134368586
BOLA2_BOLA2B,BolA-like protein 2,Chapter IX Diseases of the circulatory system,"Hypertension, portal",19802,96,0.61 [0.42-0.88],0.0082831822573932
BOLA2_BOLA2B,BolA-like protein 2,Chapter IX Diseases of the circulatory system,Intracerebral haemorrhage,19128,97,0.54 [0.38-0.78],0.0009421939433463
BOLA2_BOLA2B,BolA-like protein 2,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,10099,304,0.72 [0.58-0.89],0.0020459366551994
BOLA2_BOLA2B,BolA-like protein 2,Chapter IX Diseases of the circulatory system,Peripheral artery disease,19150,421,0.78 [0.65-0.93],0.0063422903556304
BOLA2_BOLA2B,BolA-like protein 2,Chapter X Diseases of the respiratory system,Allergic asthma (mode),13113,87,1.68 [1.14-2.47],0.0086006759631293
BOLA2_BOLA2B,BolA-like protein 2,Chapter XI Diseases of the digestive system,Oesophagitis,15602,511,0.81 [0.69-0.95],0.0088546911718125
BOLA2_BOLA2B,BolA-like protein 2,Chapter XI Diseases of the digestive system,Other diseases of intestines,18473,4552,0.92 [0.87-0.97],0.0026330354845662
BOLA2_BOLA2B,BolA-like protein 2,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,15744,653,0.83 [0.72-0.95],0.0087620830061424
BOLA2_BOLA2B,BolA-like protein 2,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,15236,1315,0.87 [0.79-0.97],0.0089466641242366
BOLA2_BOLA2B,BolA-like protein 2,Chapter XI Diseases of the digestive system,Paralytic ileus and intestinal obstruction,14318,397,0.78 [0.65-0.94],0.0086113054428483
BOLA2_BOLA2B,BolA-like protein 2,Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,18514,214,0.68 [0.53-0.87],0.0024064749703571
