Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
SERPINB9,Serpin B9,Chapter I Certain infectious and parasitic diseases,Viral hepatitis,23505,65,0.43 [0.23-0.79],0.0069592432382054
SERPINB9,Serpin B9,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Folate deficiency anaemia,22264,62,2.45 [1.27-4.71],0.0073952625550115
SERPINB9,Serpin B9,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,23364,310,0.43 [0.32-0.57],5.953466762624489e-09
SERPINB9,Serpin B9,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",23305,251,0.41 [0.30-0.56],2.0444306782046064e-08
SERPINB9,Serpin B9,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,17349,373,0.65 [0.49-0.86],0.0021048505361288
SERPINB9,Serpin B9,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,22680,61,2.72 [1.48-5.00],0.0012863534118168
SERPINB9,Serpin B9,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diplopia,22987,94,2.08 [1.21-3.57],0.0078340575611336
SERPINB9,Serpin B9,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual disturbances,23278,385,1.54 [1.16-2.03],0.0023896369419586
SERPINB9,Serpin B9,Chapter VIII Diseases of the ear and mastoid process,Other disorders of ear,23430,964,1.27 [1.07-1.52],0.0075941360634774
SERPINB9,Serpin B9,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",16381,1421,1.22 [1.06-1.42],0.0073946863688012
SERPINB9,Serpin B9,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",16700,1395,1.23 [1.06-1.42],0.0071191727812121
SERPINB9,Serpin B9,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,21547,5233,1.13 [1.05-1.22],0.0015517177120831
SERPINB9,Serpin B9,Chapter X Diseases of the respiratory system,Other diseases of pleura,23249,2182,1.19 [1.06-1.34],0.0036791838887778
SERPINB9,Serpin B9,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,21468,4715,1.15 [1.06-1.24],0.0008700928613367
SERPINB9,Serpin B9,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,20084,3331,1.14 [1.04-1.25],0.0072337380441276
SERPINB9,Serpin B9,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,20024,6186,1.13 [1.06-1.22],0.0004009467891617
SERPINB9,Serpin B9,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,18616,1863,1.20 [1.06-1.36],0.00503296248175
