Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
CSF3,Granulocyte colony-stimulating factor,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),22469,3415,1.12 [1.05-1.19],0.0003997510071595
CSF3,Granulocyte colony-stimulating factor,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,21013,1098,1.19 [1.07-1.33],0.001376601600335
CSF3,Granulocyte colony-stimulating factor,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,23200,1215,1.17 [1.06-1.30],0.0021331493058209
CSF3,Granulocyte colony-stimulating factor,Chapter I Certain infectious and parasitic diseases,Other septicaemia,23045,1060,1.19 [1.07-1.33],0.001526592230747
CSF3,Granulocyte colony-stimulating factor,Chapter II Neoplasms,Benign neoplasm: Descending colon,23286,270,0.65 [0.51-0.82],0.0002516189464421
CSF3,Granulocyte colony-stimulating factor,Chapter II Neoplasms,"Diffuse large B-cell lymphoma, excluding all cancers (controls excluding all cancers)",18125,69,1.71 [1.20-2.45],0.0030894581555033
CSF3,Granulocyte colony-stimulating factor,Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",18153,97,1.60 [1.17-2.20],0.0036863128734492
CSF3,Granulocyte colony-stimulating factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,23042,298,1.57 [1.30-1.88],1.7809332734035522e-06
CSF3,Granulocyte colony-stimulating factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,21628,113,1.68 [1.27-2.22],0.0003138387459628
CSF3,Granulocyte colony-stimulating factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22769,2707,1.16 [1.09-1.25],1.5943652179949585e-05
CSF3,Granulocyte colony-stimulating factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,21616,101,1.75 [1.31-2.35],0.000154056392658
CSF3,Granulocyte colony-stimulating factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23080,1078,1.18 [1.06-1.32],0.0022174846480115
CSF3,Granulocyte colony-stimulating factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,23158,305,1.31 [1.07-1.60],0.0075953409721573
CSF3,Granulocyte colony-stimulating factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",23100,247,1.34 [1.08-1.67],0.00824157436556
CSF3,Granulocyte colony-stimulating factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,17022,185,1.49 [1.17-1.91],0.0013048734600008
CSF3,Granulocyte colony-stimulating factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,22537,2110,1.11 [1.03-1.20],0.0079684237517225
CSF3,Granulocyte colony-stimulating factor,Chapter IX Diseases of the circulatory system,Cardiac arrest,11649,250,1.36 [1.10-1.69],0.0042041598532252
CSF3,Granulocyte colony-stimulating factor,Chapter IX Diseases of the circulatory system,Hypotension,23171,1212,1.21 [1.09-1.34],0.0003082873436951
CSF3,Granulocyte colony-stimulating factor,Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",22890,642,1.21 [1.05-1.39],0.0079229544367375
CSF3,Granulocyte colony-stimulating factor,Chapter IX Diseases of the circulatory system,Sequelae of cerebrovascular disease,21875,218,1.37 [1.09-1.73],0.0070313163153238
CSF3,Granulocyte colony-stimulating factor,Chapter IX Diseases of the circulatory system,"Stroke, including SAH",22860,758,1.20 [1.05-1.36],0.0064196796492291
