Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter II Neoplasms,Melanoma in situ,15489,61,0.36 [0.17-0.74],0.0055768884672972
CNGB3,Cyclic nucleotide-gated cation channel beta-3,"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,19241,199,0.62 [0.44-0.88],0.0082117296426923
CNGB3,Cyclic nucleotide-gated cation channel beta-3,"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,19313,271,0.67 [0.50-0.89],0.0067905010505468
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,18441,2194,1.10 [1.03-1.18],0.0057619802334848
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter IX Diseases of the circulatory system,"Hypertension, portal",19712,93,1.38 [1.09-1.74],0.0070916564568976
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter IX Diseases of the circulatory system,Oesophageal varices,18712,55,1.53 [1.18-1.97],0.001101014920186
CNGB3,Cyclic nucleotide-gated cation channel beta-3,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,19715,829,1.19 [1.07-1.31],0.0008143375016591
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Coeliac disease,18525,73,1.47 [1.17-1.84],0.0009648132458596
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Diseases of liver,19790,722,1.16 [1.04-1.30],0.0090378719912794
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Intestinal malabsorption,18538,86,1.43 [1.15-1.78],0.0014185579146663
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XI Diseases of the digestive system,Other diseases of liver,19639,571,1.20 [1.06-1.35],0.0032038033891713
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Bursitis of shoulder,17182,62,1.46 [1.15-1.87],0.0023401606349562
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Impingement syndrome of shoulder,17336,216,1.35 [1.15-1.58],0.0002230701483996
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other bursopathies,17184,64,1.48 [1.16-1.89],0.0016802113003924
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,17190,70,1.42 [1.11-1.83],0.0061508030394977
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rotator cuff syndrome,17359,239,1.37 [1.18-1.58],2.3470426407703225e-05
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Shoulder lesions,17554,434,1.30 [1.15-1.46],1.7983840302980383e-05
CNGB3,Cyclic nucleotide-gated cation channel beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],17151,31,1.68 [1.29-2.18],0.0001188881781516
