Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
RAB44,Ras-related protein Rab-44,Chapter XIV Diseases of the genitourinary system,Acute renal failure,42978,2588,1.23 [1.15-1.31],3.3825134717394526e-10
RAB44,Ras-related protein Rab-44,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,42709,2319,1.24 [1.16-1.33],3.5619199212512456e-10
RAB44,Ras-related protein Rab-44,Chapter XIV Diseases of the genitourinary system,Dialysis,40504,114,1.74 [1.47-2.06],1.9688257039468816e-10
RAB44,Ras-related protein Rab-44,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,44206,4341,1.18 [1.12-1.25],4.47997141795488e-10
