Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Cystitis,ACTA2,"Actin, aortic smooth muscle",18769,113,1.84 [1.44-2.36],1.3468738602403122e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,ACVRL1,Serine/threonine-protein kinase receptor R3,18909,111,2.98 [1.75-5.09],6.30691449694071e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,ADM,Pro-adrenomedullin,19274,112,3.63 [1.93-6.86],6.79230752889139e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,AGR2,Anterior gradient protein 2 homolog,18509,106,1.38 [1.18-1.62],6.78520682696898e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,AGRN,Agrin,19203,115,2.91 [2.03-4.17],5.571937572012363e-09
Chapter XIV Diseases of the genitourinary system,Cystitis,AREG,Amphiregulin,19024,112,1.98 [1.46-2.68],9.442984846690082e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,B2M,Beta-2-microglobulin,16775,87,1.92 [1.39-2.64],6.611941254406406e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,BRK1,Protein BRICK1,18665,109,1.95 [1.40-2.71],7.192032615387095e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,BTN2A1,Butyrophilin subfamily 2 member A1,19203,115,3.12 [1.89-5.16],8.749794239629459e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,BTN3A2,Butyrophilin subfamily 3 member A2,19069,116,2.04 [1.48-2.80],1.1060824236594073e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CCDC80,Coiled-coil domain-containing protein 80,19122,114,2.32 [1.61-3.35],6.528205383718928e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,16330,82,1.83 [1.40-2.40],1.0607483041611876e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CCL3,C-C motif chemokine 3,19069,116,1.39 [1.18-1.63],6.277353481183814e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CCN3,CCN family member 3,19332,115,2.68 [1.83-3.92],3.635444577840673e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,CD160,CD160 antigen,19310,115,1.89 [1.39-2.56],5.275443647187612e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CD27,CD27 antigen,19190,113,2.05 [1.48-2.83],1.5149630241869238e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CD300A,CMRF35-like molecule 8,16407,87,4.05 [2.27-7.25],2.3635019300197337e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,CD300C,CMRF35-like molecule 6,19267,114,2.51 [1.64-3.85],2.507180709827e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CD300E,CMRF35-like molecule 2,19212,112,2.51 [1.82-3.46],1.7654837255894473e-08
Chapter XIV Diseases of the genitourinary system,Cystitis,CD302,CD302 antigen,19024,112,3.16 [2.08-4.83],8.61421139125639e-08
Chapter XIV Diseases of the genitourinary system,Cystitis,CD4,T-cell surface glycoprotein CD4,19039,116,2.21 [1.63-3.01],3.709875559608012e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,CD59,CD59 glycoprotein,18480,107,3.23 [1.96-5.32],4.035702990356109e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,CD74,HLA class II histocompatibility antigen gamma chain,19267,114,2.77 [1.85-4.16],8.648973769863031e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,CD79B,B-cell antigen receptor complex-associated protein beta chain,19310,115,1.89 [1.43-2.50],8.289218323298338e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,CD83,CD83 antigen,19069,116,2.27 [1.51-3.42],8.47838631623571e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,16407,87,3.47 [2.07-5.80],2.093690806586756e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,CHCHD6,MICOS complex subunit MIC25,16674,85,2.53 [1.62-3.95],4.556408461291489e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CHGB,Secretogranin-1,19208,114,2.32 [1.65-3.26],1.3145869431797265e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,CHRDL1,Chordin-like protein 1,19171,115,3.27 [2.05-5.23],7.322184209441116e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,CKAP4,Cytoskeleton-associated protein 4,19224,114,2.90 [1.95-4.31],1.3595433526955505e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,CLMP,CXADR-like membrane protein,19274,112,5.03 [2.61-9.68],1.3500367055131523e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,COL18A1,Collagen alpha-1(XVIII) chain,19221,116,5.26 [2.80-9.89],2.515115913926972e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,COL6A3,Collagen alpha-3(VI) chain,19362,116,2.66 [1.86-3.80],8.947620129339048e-08
Chapter XIV Diseases of the genitourinary system,Cystitis,COLEC12,Collectin-12,19114,115,3.85 [2.30-6.43],2.767083227000584e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,CSF1,Macrophage colony-stimulating factor 1,19203,115,2.96 [1.72-5.07],8.226060708383107e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CST3,Cystatin-C,19192,114,2.86 [1.79-4.59],1.2618389920090506e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,CXCL9,C-X-C motif chemokine 9,19203,115,1.52 [1.24-1.85],4.342403042673416e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,DLL1,Delta-like protein 1,19190,113,3.06 [1.92-4.89],2.5549323883191223e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,EDA2R,Tumor necrosis factor receptor superfamily member 27,19274,112,2.53 [1.83-3.50],2.1959627762338013e-08
Chapter XIV Diseases of the genitourinary system,Cystitis,EDN1,Endothelin-1,16330,82,3.51 [1.87-6.57],8.80648716792011e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,19194,114,2.91 [1.85-4.59],3.981198101848461e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,EFNA1,Ephrin-A1,19091,113,2.95 [1.84-4.73],7.020837602342766e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,EFNA4,Ephrin-A4,18909,111,2.67 [1.82-3.92],5.445874089077505e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,ELN,Elastin,16749,85,3.41 [2.10-5.55],7.658375621697132e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,EPHA2,Ephrin type-A receptor 2,18421,106,2.54 [1.72-3.76],2.7357094436516563e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,FABP1,"Fatty acid-binding protein, liver",19114,115,1.40 [1.20-1.63],1.863066022738997e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,FABP4,"Fatty acid-binding protein, adipocyte",19362,116,2.00 [1.56-2.56],3.4966088593387745e-08
Chapter XIV Diseases of the genitourinary system,Cystitis,FAM3C,Protein FAM3C,19086,114,2.82 [1.73-4.61],3.415441355427394e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,FST,Follistatin,19171,115,1.89 [1.39-2.57],5.168583999784643e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,FSTL3,Follistatin-related protein 3,19086,115,2.96 [1.97-4.46],2.0688444025084253e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,GDF15,Growth/differentiation factor 15,19362,116,1.92 [1.47-2.51],1.920587445438792e-06
Chapter XIV Diseases of the genitourinary system,Cystitis,GFRA1,GDNF family receptor alpha-1,19243,112,3.65 [2.23-5.99],2.76435925101516e-07
Chapter XIV Diseases of the genitourinary system,Cystitis,GPR158,Probable G-protein coupled receptor 158,16713,84,2.13 [1.51-3.00],1.7521356550147436e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,HAVCR2,Hepatitis A virus cellular receptor 2,19120,113,2.39 [1.59-3.60],2.7737878083574983e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,HLA-A,"HLA class I histocompatibility antigen, A alpha chain",16713,84,3.76 [1.97-7.16],5.55773629391456e-05
Chapter XIV Diseases of the genitourinary system,Cystitis,HLA-E,"HLA class I histocompatibility antigen, alpha chain E",19069,116,3.45 [2.27-5.25],7.405326899329895e-09
