Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,12529,70,3.03 [1.89-4.88],4.574482406132295e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",ATRAID,All-trans retinoic acid-induced differentiation factor,12854,70,2.58 [1.74-3.85],2.7954851156329937e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CCN3,CCN family member 3,14864,85,2.64 [1.66-4.19],4.227730545206263e-05
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CHGA,Chromogranin-A,12920,71,1.47 [1.21-1.78],7.339341107985133e-05
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",HAVCR1,Hepatitis A virus cellular receptor 1,14796,83,1.70 [1.33-2.18],2.980453199270928e-05
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",HEBP1,Heme-binding protein 1,14432,80,1.54 [1.24-1.92],8.077892146323451e-05
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",KLK4,Kallikrein-4,14823,83,1.63 [1.28-2.09],9.891392313799398e-05
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",PEPD,Xaa-Pro dipeptidase,12928,72,0.21 [0.10-0.44],2.5021590636582764e-05
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",PGA4,Pepsin A-4,12928,72,1.83 [1.39-2.42],2.097186528858728e-05
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",REG3A,Regenerating islet-derived protein 3-alpha,14888,85,1.77 [1.39-2.26],4.252087552024823e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",VSIG2,V-set and immunoglobulin domain-containing protein 2,12849,71,2.02 [1.55-2.65],2.469845399617933e-07
