Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,17669,244,2.26 [1.72-2.97],4.2574753647154734e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,AMBP,Protein AMBP,21117,287,4.40 [2.76-7.00],4.4118042400013406e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CCDC80,Coiled-coil domain-containing protein 80,20964,284,2.13 [1.66-2.74],3.6658744042429965e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CHGA,Chromogranin-A,18221,250,1.44 [1.31-1.60],9.039434235658804e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,COL6A3,Collagen alpha-3(VI) chain,21222,288,2.09 [1.65-2.64],6.555642392476933e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,COL9A1,Collagen alpha-1(IX) chain,20942,280,2.14 [1.77-2.59],4.492509267950822e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CSRP3,Cysteine and glycine-rich protein 3,17588,244,1.32 [1.19-1.45],4.1030133459432646e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,CXADR,Coxsackievirus and adenovirus receptor,20942,280,1.73 [1.43-2.09],1.0226303868700253e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,DCN,Decorin,20563,277,3.31 [2.20-4.98],9.682858479829753e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,EDA2R,Tumor necrosis factor receptor superfamily member 27,21148,287,2.02 [1.64-2.50],6.388592113816405e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,EPHA2,Ephrin type-A receptor 2,20173,273,2.24 [1.71-2.94],4.577835620328045e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,GAST,Gastrin,18176,250,1.24 [1.15-1.33],1.3761213931159105e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,GDF15,Growth/differentiation factor 15,21222,288,1.71 [1.44-2.02],8.11881229908869e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,HAVCR2,Hepatitis A virus cellular receptor 2,20978,286,2.27 [1.77-2.91],1.110808764607928e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,HSPB6,Heat shock protein beta-6,21148,287,1.97 [1.57-2.46],2.891573956832245e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,KLK4,Kallikrein-4,21148,287,1.56 [1.36-1.78],5.023479636629224e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,NCS1,Neuronal calcium sensor 1,21148,287,3.26 [2.32-4.58],1.0374613119631369e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,RBFOX3,RNA binding protein fox-1 homolog 3,18175,247,2.09 [1.72-2.55],1.6527374666699717e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,SPON2,Spondin-2,20860,283,2.19 [1.66-2.87],1.7971910013670925e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,20978,286,1.80 [1.50-2.16],3.3075821784676246e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,TREM2,Triggering receptor expressed on myeloid cells 2,20944,285,1.73 [1.45-2.07],1.4300532173414156e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,VSIG2,V-set and immunoglobulin domain-containing protein 2,18152,251,1.55 [1.33-1.80],1.2711164826694106e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,VWC2,Brorin,20724,276,2.00 [1.56-2.56],5.2683118124383043e-08
