Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,ADA2,Adenosine deaminase 2,22426,71,3.09 [2.14-4.48],2.126446949026146e-09
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18936,70,3.08 [2.06-4.60],4.396476317726167e-08
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,AREG,Amphiregulin,22436,69,4.28 [3.22-5.70],1.946511966370812e-23
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,BPIFB1,BPI fold-containing family B member 1,22493,69,3.92 [2.83-5.44],2.8990371713148714e-16
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,C7,Complement component C7,19055,70,4.75 [2.86-7.89],1.836183985365907e-09
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,C9,Complement component C9,19532,70,3.13 [2.09-4.71],3.687257123314607e-08
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,CAPG,Macrophage-capping protein,22380,71,2.18 [1.66-2.86],1.7636865413106288e-08
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,CCL21,C-C motif chemokine 21,22618,72,2.21 [1.66-2.94],4.468248083854683e-08
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,CCL7,C-C motif chemokine 7,22514,69,2.07 [1.71-2.51],5.707972856684174e-14
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,CD300E,CMRF35-like molecule 2,22674,71,3.04 [2.08-4.44],8.218426467463039e-09
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,CD80,T-lymphocyte activation antigen CD80,19510,70,4.58 [2.91-7.22],5.162042571818075e-11
Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,CD83,CD83 antigen,22514,69,3.55 [2.27-5.54],2.6153201241927407e-08
