Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",CCN3,CCN family member 3,22995,477,1.81 [1.47-2.23],2.8874040432670644e-08
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",CD276,CD276 antigen,22728,470,1.90 [1.50-2.39],6.235760220315914e-08
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",COL6A3,Collagen alpha-3(VI) chain,23039,478,2.02 [1.66-2.44],7.059360714766955e-13
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",COLEC12,Collectin-12,22728,470,2.16 [1.65-2.84],2.5291276219665197e-08
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",DCN,Decorin,22346,467,4.59 [3.33-6.32],8.768197739141612e-21
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",EDA2R,Tumor necrosis factor receptor superfamily member 27,22961,479,1.77 [1.48-2.11],3.3231680112954197e-10
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",GFRA1,GDNF family receptor alpha-1,22936,478,2.23 [1.73-2.88],6.768485351779881e-10
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",GPNMB,Transmembrane glycoprotein NMB,22150,467,2.25 [1.69-2.99],2.180547266120525e-08
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",HAVCR2,Hepatitis A virus cellular receptor 2,22767,471,1.80 [1.46-2.21],3.5353518155701886e-08
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",KLK4,Kallikrein-4,22961,479,1.47 [1.32-1.63],1.0179340104799377e-12
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",NCS1,Neuronal calcium sensor 1,22961,479,2.22 [1.69-2.93],1.077201632711531e-08
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",PRELP,Prolargin,22728,470,3.16 [2.28-4.40],6.487875262643698e-12
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",RBFOX3,RNA binding protein fox-1 homolog 3,19694,420,1.82 [1.53-2.16],6.710073120756716e-12
