Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Migraine,ASGR2,Asialoglycoprotein receptor 2,23116,88,5.63 [2.84-11.15],7.105668461411131e-07
Chapter VI Diseases of the nervous system,Migraine,CALB1,Calbindin,26458,99,2.65 [1.86-3.76],5.4177417885962337e-08
Chapter VI Diseases of the nervous system,Migraine,CALB2,Calretinin,25944,101,2.36 [1.63-3.43],6.1441521500350805e-06
Chapter VI Diseases of the nervous system,Migraine,CD83,CD83 antigen,26557,103,2.73 [1.78-4.19],4.357103202106155e-06
Chapter VI Diseases of the nervous system,Migraine,CLMP,CXADR-like membrane protein,26816,103,5.94 [3.20-11.01],1.5428965951478136e-08
Chapter VI Diseases of the nervous system,Migraine,DSC2,Desmocollin-2,26245,102,2.85 [1.82-4.48],5.309638390948375e-06
Chapter VI Diseases of the nervous system,Migraine,EPHB6,Ephrin type-B receptor 6,26342,102,3.29 [1.96-5.52],6.622068618118782e-06
Chapter VI Diseases of the nervous system,Migraine,FABP4,"Fatty acid-binding protein, adipocyte",26900,104,1.96 [1.47-2.61],4.741495724296518e-06
Chapter VI Diseases of the nervous system,Migraine,HAVCR2,Hepatitis A virus cellular receptor 2,26565,104,3.20 [2.14-4.80],1.7898033857228355e-08
Chapter VI Diseases of the nervous system,Migraine,PROS1,Vitamin K-dependent protein S,23129,90,0.17 [0.08-0.35],1.644134708913606e-06
Chapter VI Diseases of the nervous system,Migraine,PRRT3,Proline-rich transmembrane protein 3,22442,86,3.28 [2.15-5.01],3.981828324320436e-08
Chapter VI Diseases of the nervous system,Migraine,PSPN,Persephin,26557,103,0.73 [0.64-0.83],4.233836800002444e-06
Chapter VI Diseases of the nervous system,Migraine,PZP,Pregnancy zone protein,23129,90,1.65 [1.34-2.04],2.920842941726935e-06
Chapter VI Diseases of the nervous system,Migraine,RNF149,E3 ubiquitin-protein ligase RNF149,22442,86,4.00 [2.31-6.93],7.107992491511933e-07
Chapter VI Diseases of the nervous system,Migraine,SPINT3,Kunitz-type protease inhibitor 3,23006,90,0.84 [0.78-0.91],9.7742763618513e-06
Chapter VI Diseases of the nervous system,Migraine,TGFBR2,TGF-beta receptor type-2,26637,102,2.77 [1.82-4.20],1.668263762933116e-06
Chapter VI Diseases of the nervous system,Migraine,TGOLN2,Trans-Golgi network integral membrane protein 2,23116,88,6.16 [3.21-11.80],4.257506465027293e-08
Chapter VI Diseases of the nervous system,Migraine,TREML2,Trem-like transcript 2 protein,26565,104,3.08 [2.04-4.65],8.196302680278915e-08
Chapter VI Diseases of the nervous system,Migraine,XG,Glycoprotein Xg,26756,102,2.75 [1.87-4.07],3.362428757112905e-07
