Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,ADA2,Adenosine deaminase 2,26423,66,2.88 [1.88-4.39],1.039074576189289e-06
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,AREG,Amphiregulin,26465,67,2.43 [1.77-3.34],3.742444754369596e-08
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,CRYBB2,Beta-crystallin B2,23022,55,3.30 [2.87-3.79],1.908041590866928e-63
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,CTSL,Cathepsin L1,26606,66,5.37 [2.66-10.83],2.634383282983649e-06
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,DDAH1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",26465,67,2.28 [1.61-3.22],3.2282823993081246e-06
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,EDEM2,ER degradation-enhancing alpha-mannosidase-like protein 2,22351,53,2.26 [1.59-3.22],5.181280912819556e-06
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,GDF15,Growth/differentiation factor 15,26931,67,2.11 [1.58-2.81],3.36398272605958e-07
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,GRN,Progranulin,26455,65,4.58 [2.43-8.61],2.358283514904408e-06
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,NECTIN2,Nectin-2,26575,66,4.36 [2.40-7.92],1.4249603215870155e-06
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,NPDC1,Neural proliferation differentiation and control protein 1,26606,66,3.10 [1.92-5.02],3.920871811941085e-06
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,SIGLEC10,Sialic acid-binding Ig-like lectin 10,26580,67,3.11 [1.97-4.91],1.0685763870908106e-06
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,26621,66,3.99 [2.25-7.08],2.329324626679602e-06
