Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Viral pneumonia,A1BG,Alpha-1B-glycoprotein,18799,230,1.21 [0.56-2.61],0.6356345574856889
Chapter X Diseases of the respiratory system,Viral pneumonia,AAMDC,Mth938 domain-containing protein,18260,223,0.98 [0.77-1.26],0.8756868850737005
Chapter X Diseases of the respiratory system,Viral pneumonia,AARSD1,Alanyl-tRNA editing protein Aarsd1,21513,277,0.98 [0.81-1.19],0.8454596629134828
Chapter X Diseases of the respiratory system,Viral pneumonia,ABCA2,ATP-binding cassette sub-family A member 2,18163,227,1.00 [0.69-1.44],0.9808330662656196
Chapter X Diseases of the respiratory system,Viral pneumonia,ABHD14B,Protein ABHD14B,21359,279,1.13 [0.94-1.37],0.1968176740138097
Chapter X Diseases of the respiratory system,Viral pneumonia,ABL1,Tyrosine-protein kinase ABL1,21513,277,1.10 [0.94-1.28],0.2242647450189384
Chapter X Diseases of the respiratory system,Viral pneumonia,ABO,Histo-blood group ABO system transferase,18800,230,1.02 [0.94-1.12],0.5890549152685036
Chapter X Diseases of the respiratory system,Viral pneumonia,ABRAXAS2,BRISC complex subunit Abraxas 2,18163,227,0.94 [0.77-1.14],0.5396293595188331
Chapter X Diseases of the respiratory system,Viral pneumonia,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21119,272,1.22 [1.08-1.38],0.0016912674396596
Chapter X Diseases of the respiratory system,Viral pneumonia,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18460,226,1.03 [0.85-1.24],0.7689487139874795
Chapter X Diseases of the respiratory system,Viral pneumonia,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",18786,232,0.91 [0.79-1.05],0.217514587352579
Chapter X Diseases of the respiratory system,Viral pneumonia,ACAN,Aggrecan core protein,21398,279,1.01 [0.69-1.49],0.9546732763018374
Chapter X Diseases of the respiratory system,Viral pneumonia,ACE,Angiotensin-converting enzyme,18800,230,1.33 [0.84-2.09],0.2189802481950904
Chapter X Diseases of the respiratory system,Viral pneumonia,ACE2,Angiotensin-converting enzyme 2,21238,277,1.13 [0.94-1.35],0.2005097418553347
Chapter X Diseases of the respiratory system,Viral pneumonia,ACHE,Acetylcholinesterase,18350,223,0.97 [0.67-1.42],0.8839879015771477
Chapter X Diseases of the respiratory system,Viral pneumonia,ACOT13,Acyl-coenzyme A thioesterase 13,18726,231,1.04 [0.93-1.16],0.4656006324049863
Chapter X Diseases of the respiratory system,Viral pneumonia,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,21620,280,0.96 [0.78-1.19],0.7027583518731131
Chapter X Diseases of the respiratory system,Viral pneumonia,ACP1,Low molecular weight phosphotyrosine protein phosphatase,18241,225,0.80 [0.59-1.07],0.1345056557403685
Chapter X Diseases of the respiratory system,Viral pneumonia,ACP5,Tartrate-resistant acid phosphatase type 5,21715,279,1.34 [0.98-1.84],0.071043130287804
Chapter X Diseases of the respiratory system,Viral pneumonia,ACP6,Lysophosphatidic acid phosphatase type 6,21788,281,1.08 [0.92-1.27],0.3582012347680148
Chapter X Diseases of the respiratory system,Viral pneumonia,ACRBP,Acrosin-binding protein,18718,229,1.05 [0.76-1.43],0.7830899358613905
Chapter X Diseases of the respiratory system,Viral pneumonia,ACRV1,Acrosomal protein SP-10,18241,225,1.00 [0.88-1.13],0.9667738490607648
Chapter X Diseases of the respiratory system,Viral pneumonia,ACSL1,Long-chain-fatty-acid--CoA ligase 1,18163,227,1.07 [0.75-1.52],0.7172454646481982
Chapter X Diseases of the respiratory system,Viral pneumonia,ACTA2,"Actin, aortic smooth muscle",21238,277,1.17 [0.92-1.47],0.1955791734031435
Chapter X Diseases of the respiratory system,Viral pneumonia,ACTN2,Alpha-actinin-2,18163,227,1.11 [0.92-1.35],0.2830714303983117
Chapter X Diseases of the respiratory system,Viral pneumonia,ACTN4,Alpha-actinin-4,21249,277,0.91 [0.64-1.29],0.6104950623760217
Chapter X Diseases of the respiratory system,Viral pneumonia,ACVRL1,Serine/threonine-protein kinase receptor R3,21384,280,2.51 [1.71-3.68],2.7094226145696914e-06
Chapter X Diseases of the respiratory system,Viral pneumonia,ACY1,Aminoacylase-1,21620,280,1.05 [0.89-1.24],0.537420168941654
Chapter X Diseases of the respiratory system,Viral pneumonia,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,18163,227,1.00 [0.79-1.25],0.976377973797094
Chapter X Diseases of the respiratory system,Viral pneumonia,ACYP1,Acylphosphatase-1,18291,223,1.04 [0.85-1.26],0.703308397829377
Chapter X Diseases of the respiratory system,Viral pneumonia,ADA,Adenosine deaminase,21878,284,0.82 [0.61-1.11],0.2007209941511235
Chapter X Diseases of the respiratory system,Viral pneumonia,ADA2,Adenosine deaminase 2,21507,278,1.56 [1.24-1.97],0.0001607884899997
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18241,225,1.36 [0.94-1.98],0.1074307827081461
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,21238,277,1.19 [0.84-1.67],0.3247781786300728
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,21423,281,1.69 [1.27-2.25],0.000355727526363
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,21878,284,1.09 [0.80-1.48],0.5824173274295731
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,21778,281,1.61 [1.14-2.26],0.0064690203445794
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,18726,231,1.75 [1.18-2.59],0.005068870733476
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,18241,225,1.05 [0.69-1.60],0.8148562073151311
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,21895,284,0.81 [0.53-1.24],0.3327863662736923
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,21513,277,1.08 [0.83-1.40],0.5560989433886495
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,21238,277,1.04 [0.75-1.43],0.829320326278195
