Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),A1BG,Alpha-1B-glycoprotein,20165,119,2.66 [0.90-7.89],0.0777633796264511
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AAMDC,Mth938 domain-containing protein,19590,116,0.69 [0.49-0.99],0.0434903121391499
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AARSD1,Alanyl-tRNA editing protein Aarsd1,23077,145,0.95 [0.73-1.24],0.6909051622171709
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ABCA2,ATP-binding cassette sub-family A member 2,19459,114,1.12 [0.67-1.86],0.6601025332744207
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ABHD14B,Protein ABHD14B,22918,146,0.84 [0.64-1.10],0.1976427775388319
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ABL1,Tyrosine-protein kinase ABL1,23077,145,0.88 [0.70-1.11],0.2954397660889579
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ABO,Histo-blood group ABO system transferase,20168,120,0.97 [0.86-1.09],0.6016352157657547
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ABRAXAS2,BRISC complex subunit Abraxas 2,19459,114,0.76 [0.57-1.02],0.0643182658670349
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22640,146,0.99 [0.82-1.19],0.9164395479121772
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19790,119,1.04 [0.81-1.33],0.7512091396959413
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20142,119,0.90 [0.73-1.10],0.2854647934384108
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACAN,Aggrecan core protein,22956,145,1.49 [0.87-2.55],0.1423398415103202
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACE,Angiotensin-converting enzyme,20168,120,1.10 [0.59-2.05],0.7741468531072745
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACE2,Angiotensin-converting enzyme 2,22763,144,1.20 [0.93-1.54],0.1606447730943005
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACHE,Acetylcholinesterase,19686,112,1.18 [0.69-2.02],0.5352259809776198
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACOT13,Acyl-coenzyme A thioesterase 13,20083,118,0.87 [0.74-1.01],0.0696577685903026
