Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",A1BG,Alpha-1B-glycoprotein,20275,431,1.60 [0.91-2.79],0.1005777469327477
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AAMDC,Mth938 domain-containing protein,19693,416,1.07 [0.90-1.28],0.4445942033469549
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AARSD1,Alanyl-tRNA editing protein Aarsd1,23263,510,1.04 [0.90-1.20],0.5629765145677926
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABCA2,ATP-binding cassette sub-family A member 2,19558,415,1.22 [0.94-1.58],0.1393852802179774
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABHD14B,Protein ABHD14B,23099,504,1.02 [0.89-1.18],0.7357859246163976
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABL1,Tyrosine-protein kinase ABL1,23263,510,1.13 [1.01-1.26],0.0322419343986734
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABO,Histo-blood group ABO system transferase,20273,431,1.02 [0.95-1.08],0.6177247584048102
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABRAXAS2,BRISC complex subunit Abraxas 2,19558,415,1.07 [0.93-1.23],0.3673699807930867
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22821,490,1.22 [1.11-1.33],2.568710423293145e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19892,423,1.11 [0.98-1.25],0.0899887537548227
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20250,428,1.07 [0.96-1.18],0.2077430754146876
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACAN,Aggrecan core protein,23131,505,1.20 [0.90-1.60],0.2259669955257269
